trip_type,distance_miles_2mibin,income_detailed,trip_weight_sum
4,20,7,2510.9279580030384
4,34,7,1492.1952225717012
7,32,7,1168.414119470345
2,24,7,78.1682696350828
2,20,7,223.20006524443016
995,2328,4,24.5016858614716
995,14,3,1260.2010651967639
7,30,3,228.4880653952205
6,16,3,802.70153304490714
995,48,9,1137.2086007748915
1,10,9,566.09210528838355
3,6,9,2002.5152418129387
6,24,9,2680.605327903646
3,32,9,0.0
4,8,9,1800.0955527838366
5,106,9,0.0
7,78,9,0.0
3,24,9,752.746970558888
995,150,999,24.912667328501
6,10,3,1939.5775248374441
6,26,3,231.802907405702
6,30,3,13.35679069704808
995,76,7,273.02365540162003
995,764,7,0.0
7,52,7,1102.1551802420386
7,62,7,383.33872491324297
7,60,7,353.652416098953
995,780,7,0.0
995,78,7,0.0
1,18,5,1988.7026775628797
2,6,2,669.54841959856412
1,6,2,4663.4061810604435
5,6,2,6303.327904513073
2,4,2,1896.9783716424652
2,14,2,346.69703727269876
5,14,2,5733.3849433787091
3,16,6,1344.8051072857349
7,94,6,0.0
7,60,6,72.52144005606182
5,74,6,998.42605024597333
995,36,6,1269.9514962037974
7,76,6,6.3242306672367
5,106,6,596.180633842383
995,20,3,335.19892227113007
7,18,3,1471.7923898386389
4,4,10,5107.5885316601625
2,2,10,5260.4772474418278
7,12,3,4829.2999413271637
1,12,3,2869.6954757117883
5,18,3,2572.3796026979744
6,12,3,2453.3162170316195
2,12,3,19.896421944082121
4,12,999,2870.9969351305726
3,26,7,809.59617280339307
7,12,2,645.40018238134382
7,14,2,3159.9387053374367
7,18,2,438.81953645253287
7,8,2,765.1669611746089
2,0,9,5571.99719431651
5,14,9,5520.8280414987621
1,6,9,2135.7354538734426
6,12,9,5541.4760602511387
3,0,9,18096.388183940657
2,4,9,5504.4279715246576
3,12,9,1548.6113306819079
2,12,9,94.024759108145375
2,2,9,5290.5831510454318
7,12,9,2090.7198670406838
1,4,2,3152.3180621845127
995,38,2,46.9142852442261
995,34,2,99.21598381793666
7,36,2,54.767966342944391
7,28,2,271.8260322954481
7,26,2,143.80541427118504
7,90,2,0.0
7,60,2,0.0
7,78,2,0.0
5,56,2,108.90019473082
995,4,2,5864.9127591087563
7,40,2,31.735535922217274
7,24,2,647.77593150568475
7,140,2,112.208435583295
3,138,2,0.0
6,22,2,20.3639036555004
6,24,2,1.8841072349718
5,20,2,998.19898957765031
995,28,2,122.72558071896592
1,42,5,75.7622725800266
1,40,5,1988.2606185412262
6,38,5,1002.8343053986937
4,12,5,1267.7450638651576
6,40,5,619.25058155675242
2,2,1,4189.5376101275288
1,2,1,3079.2381893775359
4,62,999,0.0
4,18,999,404.46935543547613
7,90,999,275.856301944091
7,70,999,0.0
3,8,3,815.777172172546
3,18,10,0.0
7,32,10,131.08297996090863
7,40,10,192.86598873489413
7,14,10,3554.042328596986
7,8,10,7506.8495960777782
7,16,10,7763.03053484983
5,18,10,1316.5957834718674
4,18,10,641.94024908087636
995,16,10,3286.8941482794075
995,18,10,1723.4063487233814
995,14,10,6979.4878415038793
7,120,7,0.0
7,1728,7,0.0
6,120,7,329.01525396874359
5,88,7,9.55661431868739
5,66,7,38.0441225133372
995,66,7,389.38459691349408
995,12,1,457.08981865631148
995,36,1,188.12716283042241
995,18,1,723.08400614134939
7,10,1,3224.3697512137519
7,14,1,634.79026035795391
995,10,1,827.63716838943867
3,6,4,3006.4861859709376
1,12,4,2185.9206266200854
6,14,4,2637.5257801023827
6,12,4,2326.8403267888152
4,12,4,1153.7566425705816
4,14,4,498.72101934651215
5,14,4,1786.3247747919218
1,20,6,5112.6176442479928
1,30,6,3561.6032470063387
6,32,6,615.75763023586182
1,28,6,2411.2595303710236
6,34,6,504.18669339412816
3,18,7,1294.1815695402104
2,14,7,977.2710794618838
6,34,5,391.99950041122941
7,232,6,0.0
5,232,6,99.3424690787172
995,6,2,10957.861779036995
6,58,7,996.16107977690751
5,74,7,86.004642181065307
7,274,8,0.0
7,10,8,8485.6520798300644
7,270,8,0.0
7,238,7,5.94703303622563
7,64,7,81.891813709459527
7,50,7,283.80403035143746
5,384,7,0.0
5,336,7,0.0
7,56,7,142.07924171174142
3,170,7,0.0
7,22,8,2102.9007413507352
4,0,8,5526.7834705044716
7,26,8,66.381317772275565
995,50,6,1811.2760494732952
5,50,6,607.48194486776424
6,6,1,631.0967618870236
5,12,1,433.19185233692951
7,16,8,1464.9843403591658
4,20,8,12.559847524672771
3,12,8,491.10378130338017
995,44,8,42.125736561568843
1,16,8,4836.8612027858
6,14,8,1748.6224578764484
5,26,8,4522.3756668796377
6,16,8,5248.4991577106684
7,42,8,1252.1028263555575
7,44,8,59.2386601930508
7,1118,8,371.818645566945
995,1248,8,395.19213606488813
995,40,8,770.202290510352
995,26,7,3881.7966464943183
5,32,7,2388.537607897516
6,168,5,12.0313689999
6,130,5,12.0313689999
6,42,5,160.26910133576862
1,22,999,111.90864441543098
6,16,999,2826.6054788749921
6,34,999,275.35825895108411
4,26,999,12.747483119834939
995,48,999,263.59650641100552
4,58,999,24.16302172575752
995,16,999,3656.6442312458948
7,94,2,14.6856616110951
7,80,2,0.0
7,66,2,0.0
7,44,2,1568.3853743012851
5,50,2,0.0
5,38,4,254.18149503958298
1,16,4,2894.439613151816
995,116,4,12.07986387605642
5,76,4,0.0
7,104,4,0.0
7,18,4,2678.5104666124384
7,92,4,0.0
7,76,4,0.0
7,98,4,0.0
7,70,4,0.0
7,190,4,0.0
995,16,4,496.77540261845326
6,22,4,155.605167403338
7,88,4,0.0
7,64,4,1.74525751596367
1,16,10,1928.5750899125831
995,12,10,12646.297654020223
3,8,999,2324.4071311364296
3,16,999,481.0283381373327
7,1632,5,0.0
5,44,7,1747.2146113352012
995,26,3,46.239821252805264
995,36,3,140.46453133459983
7,14,3,2051.5201622395571
4,26,6,109.5486925813663
4,20,999,355.88215927018439
2,16,999,244.1825353555609
3,4,2,5558.20681022688
4,90,7,5.16348201460364
995,90,7,237.351159474917
995,88,7,5.93284837805846
3,60,4,0.0
7,58,4,0.0
7,32,4,0.0
995,44,5,102.0423774264959
1,44,5,110.40220533121865
6,34,3,50.240236049174932
2,30,3,50.047130968291889
995,24,3,143.60384890608847
2,32,3,37.666174617357683
1,50,7,106.83787976013089
995,84,7,59.961933400385206
3,14,7,1005.0491806540147
7,80,7,637.73768075462226
7,166,7,0.0
7,132,7,0.0
7,172,7,0.0
995,28,999,1816.7565344096984
1,28,999,1605.5756458484427
5,206,7,620.686655243705
7,334,7,0.0
7,1930,7,28.957082885238272
7,156,7,28.957082885238272
7,54,7,413.14348184027767
7,58,7,500.96210860311373
995,206,7,0.0
995,334,7,0.0
5,204,7,0.0
7,900,7,9.65236096174609
6,86,8,0.0
7,54,8,18.1054079406129
6,1188,8,0.0
7,166,8,0.0
7,212,8,0.0
7,344,8,0.0
7,38,5,922.791279255146
7,34,5,2259.5189364392586
7,44,5,218.53144537858302
995,12,8,7683.48747934698
2,10,8,1131.4328182170543
5,8,10,4824.4103078075559
3,28,5,548.5730313007125
5,26,5,1936.8485143778551
2,6,999,2517.9284166409543
995,54,8,849.49751223673184
1,54,8,1053.1000974827107
3,20,4,123.698177985124
6,34,4,386.2635887039379
7,26,4,465.1708092186467
7,212,4,0.0
7,52,4,0.0
995,34,4,530.40680418369209
6,32,4,171.76018372021093
995,32,4,574.01323650773088
1,34,4,1864.018680706133
5,264,4,0.0
995,10,10,7688.23915810853
5,32,5,1632.1662919224327
995,26,5,691.6560368262559
5,62,7,891.9326841827085
1,34,7,2069.2894292674337
1,36,7,1057.2855845716233
4,28,7,35.599891014059821
5,42,7,166.35666745157675
1,16,6,4434.3235875391319
1,14,6,9586.3679973399139
5,36,8,1744.309048080567
4,36,8,16.6804425449435
3,24,8,78.3998261921672
6,26,8,412.96471737806922
6,24,8,1041.8328827403907
6,28,8,458.91859301762031
1,28,8,2738.2588175837463
6,36,8,833.49811797344637
3,28,8,88.469524366754058
5,28,8,734.9117960739577
995,36,8,167.99854916853405
3,36,8,569.71988734134334
4,34,8,0.0
995,38,8,1997.9924482385163
2,6,5,7991.4719960928214
1,80,7,7.90211199874086
5,82,7,5.17884380530454
995,42,7,3901.6671469065705
3,36,6,46.454035064565034
1,60,6,80.2934343709963
6,60,6,972.54825116387144
995,410,9,88.10266179099699
4,0,9,14240.522403257064
995,34,9,1207.3862525767649
995,652,9,0.0
7,58,9,0.0
7,32,9,45.562493041592106
6,36,9,0.0
7,652,9,0.0
5,34,9,572.30301705098054
995,476,9,0.0
995,58,9,1379.876511408884
5,32,9,2812.1232615935273
2,58,9,1238.5513123659
995,32,9,1030.192060618326
1,20,4,2866.2236323316429
1,54,10,117.459864067313
6,50,10,0.0
6,30,10,103.04629139548581
6,22,10,139.3752017778834
1,4,10,7384.3074723521959
1,12,10,2666.1272124209581
2,6,10,1059.0724889344349
1,14,10,5961.2700256945027
1,22,10,230.10218019181571
5,50,10,165.7397635135583
1,54,7,35.121793540095368
6,44,7,1236.2932696685459
3,62,7,9.5036413432110614
1,46,7,770.93962997907488
1,30,7,1451.4828348478709
1,56,7,561.50484919168673
995,130,7,0.0
995,122,7,23.8115956366289
995,74,7,23.095743811847
1,36,6,1514.0700685484651
5,24,6,5090.3422110898537
4,24,6,92.731902245510753
5,190,6,0.0
7,128,6,0.0
3,78,6,0.0
7,108,6,0.0
7,30,6,732.67038929056218
7,130,6,0.0
5,36,2,0.0
5,34,2,0.0
995,36,2,0.0
995,62,10,25.1249051421022
995,120,10,25.1249051421022
5,62,10,1523.6391530988524
4,16,5,2746.9822191287103
3,12,3,379.20630867247979
1,16,1,1249.7666690307608
6,18,1,6.85798363879851
3,14,1,0.0
6,14,1,28.0195231497062
995,42,1,78.5854633482932
5,16,1,284.50663392657475
4,16,1,0.0
995,16,1,1061.2977750010616
4,10,8,1578.5952805823986
995,24,9,2978.0280571499852
995,30,9,376.621016205201
995,36,9,259.92808969942951
5,46,9,528.97594666121847
5,40,9,137.25898352661179
3,8,9,3539.1414285996957
5,30,9,0.0
7,24,9,1014.5403208184318
995,56,9,2517.0361758333838
995,212,9,0.0
995,218,9,0.0
4,26,9,23.6990880024121
7,6,9,8747.5936710228361
5,36,9,273.7125498440214
3,42,9,0.0
7,40,9,0.0
3,34,9,0.0
4,14,10,1966.3799113256064
2,10,7,4341.6594797435164
995,62,7,96.679641409840286
4,14,5,1343.8201937044637
7,30,5,2020.7560272166284
2,16,8,845.01487895352568
995,20,9,3649.7075966877705
995,26,9,150.17642752520192
995,46,9,374.259686622643
1,0,9,11865.516670341112
7,18,9,259.778897091273
7,10,9,6780.5141943271228
5,44,5,1160.2620475528142
5,48,5,254.00200639150515
995,22,4,1221.3445763906693
1,24,4,772.80880254287217
2,6,4,1163.2074999553156
995,150,8,25.1682568695566
1,32,8,2000.7720137235722
995,60,8,877.46110862505554
2,60,8,31.4795042095597
7,16,1,403.59808225801
4,4,9,3340.2167508758212
4,14,9,374.24566742451384
5,18,9,1921.201252426913
7,20,9,2112.2770215207338
5,20,9,1670.3339438884957
2,18,9,1018.0552006030709
5,32,999,846.90055989827306
5,42,999,1845.6648470554321
6,6,999,5746.924122440907
5,34,999,627.46623459545219
1,8,999,12589.492677746754
1,28,5,1912.0392118320224
6,28,5,1062.4462258966475
1,32,7,2392.3008797772673
3,10,10,1293.95938591037
5,30,10,228.840028080964
3,24,10,252.417959269548
5,14,10,3341.4253463737896
6,16,10,815.58327941866821
3,20,10,0.0
3,14,999,741.42809711025575
995,82,2,2.94495902779508
995,840,2,2.94495902779508
7,2690,2,2.94495902779508
5,28,2,1271.5470660563851
3,50,6,0.0
7,48,6,895.40003750714993
995,32,3,9.43585125172157
3,24,3,712.662228240424
6,12,10,1820.2808550148798
7,300,10,0.0
7,98,10,70.2990536569428
5,202,10,0.0
7,44,10,0.0
995,34,5,639.88587891364512
7,50,4,111.31131552898853
7,44,4,44.721387168159147
5,70,9,219.66045795082
7,122,9,439.32091590164
7,68,9,0.0
5,62,9,0.0
7,138,9,0.0
7,76,9,0.0
7,26,9,613.525154863647
7,114,9,219.66045795082
3,194,9,219.66045795082
7,16,9,1198.2690578386917
3,36,7,5.33949136379801
1,28,7,1446.1092666280024
5,14,3,453.43059648853045
5,74,3,0.0
3,72,3,0.0
995,18,8,4449.2799146231573
995,8,2,4037.3374549302839
995,16,2,2468.610075379936
995,14,4,3129.2674616009963
995,56,6,2086.9862943515786
1,56,6,40.508425146420073
5,182,6,0.0
7,182,6,0.0
995,800,8,5.94102927800023
7,74,8,29.674635808764691
6,66,8,5.94102927800023
7,76,8,469.17641421042345
7,792,8,0.0
6,644,8,0.0
6,46,8,1229.9842208281543
7,150,8,0.0
7,148,8,0.0
7,110,8,0.0
4,8,8,2214.4215310139343
7,66,8,5.94102927800023
7,806,8,0.0
995,34,8,108.41145215673421
995,638,8,0.0
3,162,8,0.0
7,96,8,0.0
7,162,8,757.617707277434
995,162,8,24.9081942897988
995,96,8,0.0
5,72,7,88.864100717497
6,28,7,7153.2081281225455
995,98,7,297.39767676324641
7,84,7,21.76409109498379
2,28,7,470.150516503752
3,22,6,344.04527053874421
5,52,8,0.0
5,44,8,375.6403363966798
1,26,1,367.0983148638278
1,24,1,367.01900139694152
995,14,1,130.00421442300819
6,8,1,1770.1832041026782
6,22,1,43.6791717590644
6,4,1,1895.4191098240331
6,10,1,875.66496001627831
1,18,1,0.0
1,20,1,55.429591112764676
6,48,7,24.36217774877364
7,52,3,160.181663198898
7,26,3,596.78111791818628
5,22,3,406.12663120062206
995,26,4,749.70931394461149
4,28,4,23.0872301887758
5,26,4,424.23921222786583
4,26,4,0.0
5,78,4,0.0
7,48,4,188.5631915171806
3,42,4,0.0
7,46,4,34.186317864185604
5,40,6,195.76615291892074
5,116,4,0.0
5,118,4,0.0
7,22,4,375.91616769449865
2,16,4,49.002860891194267
2,18,4,28.581345917122388
995,118,4,6.03993193802821
1,4,1,1889.6651511863251
6,12,1,252.99957778179109
7,12,1,2445.3150179263903
1,14,1,54.627952203256513
5,22,8,869.47930870357925
5,50,8,0.0
3,20,8,247.98199680935457
995,52,8,87.18569874379763
3,50,8,0.0
7,20,8,1325.866346476954
2,8,8,269.414238416215
7,28,3,491.4822875766755
7,38,6,306.09074680816741
5,74,8,0.0
995,18,3,161.6642594625128
995,34,3,0.0
2,8,3,661.74327612987815
1,10,3,4804.8298948379461
995,22,3,529.59509440276622
7,46,5,726.63285110315917
3,44,5,0.0
3,20,5,446.95126168657879
4,36,5,0.0
4,44,5,0.0
1,224,7,0.0
6,220,7,0.0
5,320,7,0.0
2,34,7,17.8265467416429
4,6,4,4397.972061586077
1,36,5,1151.4929838201679
5,34,6,1173.1706111584438
1,26,5,2361.7888702145215
5,68,999,109.8182409027759
7,136,8,18.1054079406129
7,38,8,911.44985775754355
7,116,8,12.6724901737234
995,136,8,0.0
995,106,8,22.9494504025821
995,116,8,0.0
2,44,8,6.40669668194472
3,134,8,0.0
3,40,8,55.217269333317617
995,104,8,35.9672640184045
995,114,8,0.0
2,6,8,7174.2300080653886
2,134,8,0.0
3,104,8,0.0
1,6,1,1832.6857110334777
5,16,4,1126.1511937898633
6,946,6,0.0
995,1296,6,0.0
2,10,4,118.12462203636638
5,76,2,1.89559475504268
5,74,2,22.8726627436822
7,20,2,1689.490948432074
5,42,2,450.25232003697113
4,22,2,5.43076738034505
6,16,2,168.73681696953295
6,42,2,3.7682144699436
2,28,2,1.8841072349718
1,28,2,0.0
6,28,2,1.88201760636193
6,26,2,57.944386085089
5,10,2,2340.9346632159927
7,220,2,0.0
3,10,2,486.07078911459439
4,74,2,0.0
1,22,2,6.7620943255662809
4,26,2,201.38202365896515
2,10,2,216.63649274293198
7,122,2,0.0
7,96,2,2.16550015356307
2,8,9,253.30994333072562
4,2,9,12696.226922746207
995,32,6,1711.1316703656785
6,44,6,424.62616761991961
6,46,6,267.12464170723996
5,48,6,141.70008039632893
7,88,6,11.88016521778902
5,38,6,220.08788620199996
1,58,4,72.0263656939652
3,14,5,2814.1599742773424
1,234,5,17.271941729018
1,14,2,1104.5616245618187
2,16,6,965.70239393652457
2,22,6,125.42100204535826
4,16,6,2072.3636209568331
7,208,7,0.0
3,242,7,0.0
7,200,7,0.0
5,248,7,0.0
3,18,5,341.73491532969825
5,44,3,397.153889888785
3,36,3,161.48257070513878
5,46,3,549.85894544962025
5,42,3,0.0
4,14,3,306.02570152874512
4,22,3,0.0
7,42,3,163.91127061570731
5,38,3,8.05047678149456
2,44,3,79.430777977757
995,38,3,341.06088858148564
7,36,3,172.62594806041204
3,44,3,79.430777977757
4,44,3,79.430777977757
4,40,3,0.0
7,40,3,7.40988597344957
995,44,3,251.60106231895762
7,44,3,591.91966703316052
2,18,8,142.55835717299678
2,20,8,76.704444953034312
3,28,4,228.1711652045642
995,34,6,1095.1550409289839
3,28,6,1304.0336372993486
2,28,6,8.40087928871103
995,50,9,326.509134455312
6,18,9,195.74639353890575
6,40,9,160.641498697335
1,24,9,2121.2807578103884
995,10,2,1175.9261537587295
7,354,5,8.59837280646624
995,342,5,8.59837280646624
5,46,999,53.8041874160154
3,44,999,15.5344012089566
5,256,999,48.8690727423274
5,254,999,0.0
995,256,999,48.8690727423274
3,256,999,48.8690727423274
995,38,6,1158.2366862833831
995,44,6,95.605274589347857
7,526,6,3.65411837516339
995,582,6,0.0
5,402,6,0.0
6,56,7,532.71499605324425
7,128,7,0.0
7,92,7,742.778977544415
995,114,7,4.25797330121092
1,16,3,528.85862307173147
1,18,3,168.84121267959932
6,18,3,260.68175956896312
6,32,3,267.21489581040595
995,26,10,2369.6936520656614
1,24,10,5527.0031045921205
7,98,7,46.7207840200196
1,8,2,1323.8949324070188
3,16,8,2036.4112501013258
6,8,3,2554.9427342383283
7,16,3,1164.5164549878702
5,16,3,929.23473325384
5,24,3,2399.2296410552176
3,8,2,756.732862167327
4,48,5,750.34521472857
3,4,1,3117.1879584569906
5,46,1,674.42552357441764
2,6,1,280.15306335352335
3,46,1,0.0
2,18,1,165.74429423184708
2,14,1,6.38852781143656
7,46,1,0.0
5,34,1,21.818187365590717
6,38,6,683.75543696921591
1,44,6,499.23431298668834
1,46,6,662.52917431470519
1,16,9,2623.1292813681771
6,14,9,4694.515120539214
4,6,9,446.53424685091704
6,126,5,1827.4453471913839
6,48,6,167.95704135527649
7,52,8,0.0
7,106,8,0.0
7,168,8,0.0
995,328,8,0.0
995,168,8,0.0
995,30,999,205.32137800518061
5,246,7,0.0
3,238,7,0.0
995,238,7,237.351159474917
5,218,7,0.0
1,14,999,6733.8403567066462
6,20,999,561.90814260943966
3,16,4,115.07404407164597
1,18,6,4635.5530768508579
6,40,6,1132.5498939300346
995,82,7,26.5520302959191
6,82,7,226.32785603216172
2,6,9,753.29090117478233
6,80,6,11.1426985697303
7,20,3,1667.5839146165138
7,46,3,848.05043657685633
7,24,3,549.35881456028608
7,74,4,47.0656263456886
7,198,4,0.0
7,196,4,0.0
7,40,4,48.4216199960084
7,138,4,0.0
7,126,4,0.0
5,88,6,0.0
4,88,6,0.0
7,80,6,0.0
5,78,6,0.0
1,38,6,4390.3749431023125
6,58,2,0.0
5,58,2,205.7350699374224
5,44,2,2.43899354529724
5,40,2,111.68584554733611
7,42,2,4.60449369886031
6,36,2,13.07532543699924
6,18,2,23.11928084230194
6,14,2,337.24088123804324
1,36,2,4.87798709059448
5,64,2,2353.7628870109775
7,56,2,929.51574523397414
6,52,2,5.66764335865366
6,44,2,9.43037755786146
6,54,2,0.0
3,22,999,163.59073809256915
3,20,999,1338.0979159673097
5,38,999,125.59396845446575
3,146,3,0.0
7,104,3,410.41122130936503
7,50,3,0.0
995,270,8,43.231664053686
3,18,3,1619.2925114544166
5,34,3,5.42946203186979
7,34,3,78.5854633482932
4,8,3,1297.2954689421426
1,52,5,917.068630821987
5,36,5,444.998723333714
4,32,5,947.24048206381019
4,34,5,520.03158859914038
7,54,2,118.85164757735681
5,34,5,1014.9206986571641
4,50,5,0.0
7,56,5,0.0
2,50,5,858.37761905231866
2,28,5,45.000592771274896
2,12,5,1812.0736527394893
7,222,8,0.0
7,52,999,63.528577762906764
3,58,999,20.4970353002824
995,24,8,3804.2236228219108
995,636,8,0.0
995,30,8,1671.6233386049032
995,756,8,0.0
7,78,8,0.0
6,38,8,895.96935884819106
1,200,8,0.0
995,84,6,83.496289784313092
995,1650,6,11.104391504118
995,466,6,11.104391504118
995,3212,6,11.104391504118
995,372,6,10.9266535303478
6,20,6,1674.5230446138503
6,2938,6,10.9266535303478
7,146,7,662.576097222174
2,38,7,150.90870599474718
2,146,7,13.466245762579581
3,32,5,188.24559467917425
6,22,999,844.38810759895068
6,26,999,287.08709930921492
6,14,10,4011.6284301982646
1,18,10,1877.291588251423
5,22,2,32.0073636875722
5,24,2,301.08545200917229
4,22,8,20.4736089417325
4,12,8,1084.0038289108586
2,12,8,148.89907365826147
7,30,8,1549.051450785885
2,32,8,114.09659388679587
995,22,10,2575.2400098770809
4,8,2,172.91591396961613
2,28,1,5.48347193441122
5,30,1,60.170669766976552
2,30,1,4.62442341544184
7,114,5,84.128045134846388
7,198,5,8.98619859184339
7,242,5,0.0
7,122,5,63.3374672783133
995,38,4,788.05831746452293
5,40,4,283.55482360026241
5,56,999,134.6572867090986
5,14,999,6116.2106379943662
3,12,999,1849.3225187733992
4,16,8,624.14665352779753
4,18,8,850.41009881505363
1,30,8,211.97633445170203
6,58,8,96.357491474280408
1,36,8,209.29019350037461
1,24,8,2342.47818096819
6,64,8,99.390207854605
6,40,8,61.198012143568533
6,38,4,918.48867735070371
1,10,1,381.6270545660289
3,10,3,331.87421441521337
1,72,5,0.0
7,76,5,36.216885645063641
6,56,5,0.0
1,42,6,1270.7310913316835
995,10,3,5137.3256844933194
7,90,6,17.820247826683531
7,154,6,29.690640612622062
7,152,6,0.0
7,38,4,80.667766625267163
7,28,4,291.67148794848174
7,68,4,0.0
5,132,4,0.0
4,10,1,0.0
995,24,999,618.59719707257625
1,26,999,528.83104259495224
3,16,7,3302.9973021047244
6,14,3,1954.519193369649
3,24,2,8.73902092109012
7,88,2,5.73279772423512
6,38,999,143.4105839303202
3,78,999,38.2496719894347
7,30,10,303.34327360769123
6,34,10,23.0370275329142
6,40,10,130.37012340438758
1,42,10,63.3966733939428
2,24,10,35.6259142728497
1,44,7,77.840001400751589
7,12,10,3528.5204168260934
995,526,10,4.12122327412455
995,36,10,980.01895017623281
995,514,10,0.0
995,198,999,94.7462184157212
6,32,999,292.73123885040127
6,30,999,439.02072446886672
5,198,999,0.0
7,198,999,0.0
5,54,10,0.0
7,68,10,0.0
7,22,10,2061.1876642343254
5,156,10,12.622485267880061
4,6,10,2228.9999955557219
995,32,10,636.34717668161807
1,32,10,12.622485267880061
5,20,10,2234.2524941079114
3,44,7,339.21764327361058
4,16,3,90.921574773396259
4,20,3,23.6876450845866
7,182,5,0.0
7,74,5,92.4198280154011
7,136,5,0.0
7,72,5,263.54731894589878
7,40,5,712.35004084476429
995,50,999,44.471000929464374
5,50,999,29.223255151632
6,62,4,0.0
6,76,4,0.0
3,14,10,789.50699111054928
7,24,10,810.02994552669941
1,36,10,0.0
5,36,10,777.41715866344839
3,26,5,956.1172016967505
6,22,8,1242.6197396228483
2,22,999,54.290467949585782
2,10,999,101.85095663436559
5,24,4,1921.4706658493494
995,1086,7,0.0
995,1088,7,0.0
7,1094,7,0.0
7,1096,7,0.0
5,56,8,0.0
7,122,8,0.0
7,176,8,24.5420898293584
7,250,8,0.0
3,32,8,2.74453083464104
7,20,1,55.015479278531018
995,40,6,390.77159724528212
5,140,6,310.327200611796
6,36,6,359.88797659227737
6,50,6,28.883740619849291
4,12,2,118.19634357536935
4,10,2,351.01225618642337
2,12,2,5.49038517068932
995,110,5,11.098358139514
6,84,5,16.70478997542525
6,42,8,2197.01016845496
1,26,8,1560.1229799240798
5,38,8,2150.5266581424453
1,14,9,699.37461113739744
6,66,6,0.0
3,190,999,0.0
7,108,999,0.0
5,190,999,9.58136414290946
5,108,999,9.58136414290946
995,190,999,0.0
995,108,999,0.0
7,188,999,9.58136414290946
3,108,999,9.58136414290946
2,16,5,1963.1692753734374
5,102,999,0.0
5,100,999,0.0
995,20,10,859.25323245603374
1,20,10,2757.8578956775186
2,18,999,496.04253732003338
3,30,7,31.003599880460619
6,70,7,17.776491404014038
1,70,7,160.96320886618673
1,72,7,8.88824570200702
5,70,7,31.40788403134702
6,46,7,89.386151659732477
7,30,7,3617.9293287065707
995,86,6,603.95612164566171
7,136,6,580.436080430408
5,150,6,884.811098217086
7,148,1,2.19253636646734
5,148,1,2.19253636646734
2,148,1,2.19253636646734
5,146,1,2.19253636646734
7,30,1,40.6726502011815
7,40,1,0.0
7,38,1,57.6042232641596
995,2200,999,0.0
4,42,6,0.0
5,158,5,111.918628411846
5,160,5,0.0
5,150,5,0.0
995,160,5,0.0
995,150,5,172.09889996533829
7,150,5,443.36227094819304
7,160,5,11.2497600073442
5,130,6,0.0
5,148,6,0.0
7,150,6,0.0
5,54,4,85.440280985389592
6,26,4,814.41138345913748
1,82,2,0.0
6,38,2,0.0
6,40,2,20.631588890916689
5,82,2,2.43481635832178
5,22,4,590.39942468524509
7,132,6,37.799683837175408
7,54,6,56.442761965540136
7,104,6,31.8596012282809
5,44,6,493.64719956909562
995,132,6,12.74384049131236
995,54,6,12.74384049131236
995,104,6,19.115760736968539
7,72,6,0.0
1,58,6,29.1560061020452
1,48,6,629.04416008583507
1,50,5,143.53810722397532
3,16,5,938.67689104038755
4,38,5,335.33301254261539
995,56,8,23.3997189426418
7,34,8,1021.416482585862
6,44,8,357.73910929767771
1,34,8,120.34025542548106
3,30,8,13.1961843372695
4,14,8,613.81526456730285
995,628,6,2.74019870347649
995,520,6,2.74019870347649
7,630,6,0.0
995,154,6,64.607318613338691
995,630,6,2.74019870347649
4,28,6,729.738435261799
7,38,2,413.81871257386581
3,44,2,157.34589981043109
3,40,2,72.212164247644
7,34,2,407.18471633306194
3,34,2,108.90019473082
2,38,2,144.424328495288
6,80,7,0.0
1,64,7,35.0182184505536
5,30,8,281.46183921567876
995,84,8,7.36604373560188
995,68,8,10.0391695476786
4,18,6,0.0
2,34,6,0.0
4,32,7,0.0
5,144,7,0.0
6,50,2,15.135997367272459
7,50,2,344.31695544441152
6,1420,999,978.707750426913
1,46,8,212.5763052362044
2,12,1,637.840846420618
4,20,9,108.869732844284
4,28,9,76.1398692630678
7,14,9,2270.5362250472731
5,128,9,0.0
7,128,9,0.0
1,62,3,112.879973787667
1,46,3,112.879973787667
7,62,3,160.181663198898
7,130,3,0.0
7,84,3,320.363326397796
2,36,5,53.5707042281325
2,46,3,0.0
2,38,3,0.0
3,22,3,40.385992311850252
2,18,3,1.94188875728195
2,16,3,767.66166298157725
2,14,3,193.78563336793115
2,24,3,50.35347896636295
3,14,3,161.91376309615711
995,3342,10,608.218214792581
5,32,10,1177.080251128737
3,44,10,0.0
3,42,10,24.3043689551404
7,1400,10,237.469797297181
5,1400,10,237.469797297181
995,1400,10,237.469797297181
995,28,10,435.6618476445791
995,24,10,2238.6155414127807
5,12,10,10716.749790072992
5,86,2,0.0
7,32,2,1565.4157136363397
5,32,2,3.88068096377996
5,26,2,5.37812475281828
4,44,2,3.88068096377996
4,48,2,3.88068096377996
5,26,1,97.976063471572218
4,26,1,10.26878160654994
7,18,1,126.43774147144336
7,42,1,105.43125617273132
3,40,6,0.0
5,42,6,161.71424007649335
995,58,999,12.5123323092382
995,2330,999,0.0
7,46,999,32.12977380914
7,30,999,225.2691340145096
7,40,999,20.7543303550041
995,56,999,49.8569652533082
995,2328,999,0.0
995,1930,999,0.0
4,24,7,42.328079886192
4,26,7,1586.5257635437733
3,14,8,338.2808103474959
